Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20247500527NUC4A,,La gare de Boulainvilliers sur la ligne du RER C.,75.0,Paris 16e arrondissement,,,,IVR11_20247500527NUC4A.jpg,2024.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6718f5230000000000000033_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6718f5230000000000000033_MEDIUM.jpg
IVR11_20207700654NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700654NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao,moulin à eau",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d756e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d756e0000000000000000_MEDIUM.jpg
IVR11_20207700736NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700736NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao,moulin à eau",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75c00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75c00000000000000000_MEDIUM.jpg
IVR11_20207700328NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700328NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d74280000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d74280000000000000000_MEDIUM.jpg
IVR11_20207700407NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700407NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d74770000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d74770000000000000000_MEDIUM.jpg
IVR11_20207700548NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700548NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75040000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75040000000000000000_MEDIUM.jpg
IVR11_20207700576NUC4A,,Chocolaterie Menier,77.0,Noisiel,,,,IVR11_20207700576NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,cacao",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75200000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75200000000000000000_MEDIUM.jpg
IVR11_20207700791NUC4A,,La chocolaterie Menier.,77.0,Noisiel,,,,IVR11_20207700791NUC4A.jpg,2020.0,,"patrimoine industriel,Chocolaterie Menier,Moulin Saulnier,cacao,moulin à eau",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75f70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f4d75f70000000000000000_MEDIUM.jpg
IVR11_20097501098NUC4A,"rampe d'appui, escalier de la maison à porte cochère (non étudié)","Détail des balustres. Rampe d'appui, escalier de la maison à porte cochère (non étudié)",75.0,Paris 4e arrondissement,,36 rue Sainte-Croix-de-la-Bretonnerie,,IVR11_20097501098NUC4A.jpg,2009.0,"maçonnerie,ferronnerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d92a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d92a0000000000000000_MEDIUM.jpg
IVR11_20167500787NUC4A,Les bains douches municipaux de la ville de Paris,"Détail du mur-pignon des bains-douches de la rue Blomet (Paris, 15e). Les Bains douches municipaux de la ville de Paris",75.0,Paris,,,,IVR11_20167500787NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee3730000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57eee3730000000000000000_MEDIUM.jpg
IVR11_20237500442NUC4A,,"Piscine de la cour des lions, séance de natation pour les jeunes de l'association de sport adapté Bahamas.",75.0,Paris,,,,IVR11_20237500442NUC4A.jpg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65189c1a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65189c1a0000000000000000_MEDIUM.jpg
IVR11_20107500266NUC4A,"rampe d'appui, escalier du Palais-Royal (non étudié)","Balcon central de la façade sur la rue de Valois. On y voit une nuée ardente (à finir). Rampe d'appui, escalier du Palais-Royal (non étudié)",75.0,Paris 1er arrondissement,,place du Palais-Royal,,IVR11_20107500266NUC4A.jpg,2010.0,"maçonnerie,fonderie,ferronnerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca5096a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca5096a0000000000000000_MEDIUM.jpg
IVR11_20177500362NUC4A,,,75.0,Paris,,,,IVR11_20177500362NUC4A.jpg,2017.0,,"Pinault Collection,machine à froid",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0154a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0154a0000000000000000_MEDIUM.jpg
IVR11_20177500402NUC4A,,,75.0,Paris,,,,IVR11_20177500402NUC4A.jpg,2017.0,,"Pinault Collection,machine à froid",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d015720000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d015720000000000000000_MEDIUM.jpg
IVR11_20177500412NUC4A,,,75.0,Paris,,,,IVR11_20177500412NUC4A.jpg,2017.0,,"Pinault Collection,machine à froid",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0157c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0157c0000000000000000_MEDIUM.jpg
IVR11_20177500429NUC4A,,,75.0,Paris,,,,IVR11_20177500429NUC4A.jpg,2017.0,,"Pinault Collection,machine à froid",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0158d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0158d0000000000000000_MEDIUM.jpg
IVR11_20177500451NUC4A,,,75.0,Paris,,,,IVR11_20177500451NUC4A.jpg,2017.0,,"Pinault Collection,machine à froid",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d015a30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d015a30000000000000000_MEDIUM.jpg
IVR11_20217501545NUC4A,,,75.0,Paris,,,,IVR11_20217501545NUC4A.jpg,2021.0,,street art,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66fab5380000000000000111_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66fab5380000000000000111_MEDIUM.jpg
IVR11_20107500450NUC4A,"rampe d'appui, escalier de la maison à porte cochère (non étudié)","Vue des panneaux de la rampe à partir d'un repos. Rampe d'appui, escalier de la maison à porte cochère (non étudié)",75.0,Paris 1er arrondissement,,19 rue du Jour,,IVR11_20107500450NUC4A.jpg,2010.0,"maçonnerie,ferronnerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca50a220000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca50a220000000000000000_MEDIUM.jpg
IVR11_20097500948NUC4A,"rampe d'appui, escalier de la maison à porte cochère dite Hôtel de Vins puis hôtel Dupin (non étudié)","Escalier principal : la console de départ. Rampe d'appui, escalier de la maison à porte cochère dite Hôtel de Vins puis hôtel Dupin (non étudié)",75.0,Paris 1er arrondissement,,68 rue de Jean-Jacques-Rousseau,,IVR11_20097500948NUC4A.jpg,2009.0,"maçonnerie,menuiserie,ferronnerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8940000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8940000000000000000_MEDIUM.jpg
IVR11_20097500952NUC4A,"rampe d'appui, escalier de la maison à porte cochère dite Hôtel de Vins puis hôtel Dupin (non étudié)","Escalier principal : le premier panneau rampant détail du motif central. Rampe d'appui, escalier de la maison à porte cochère dite Hôtel de Vins puis hôtel Dupin (non étudié)",75.0,Paris 1er arrondissement,,68 rue de Jean-Jacques-Rousseau,,IVR11_20097500952NUC4A.jpg,2009.0,"maçonnerie,menuiserie,ferronnerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8980000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8980000000000000000_MEDIUM.jpg
IVR11_20227500606NUC4A,,L'ambassade de Mexique en France.,75.0,Paris,,,architecture de l'administration ou de la vie publique,IVR11_20227500606NUC4A.jpg,2022.0,,"Ambassade du Mexique,Style Arts décoratifs, dit ""Arts déco""",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6337693e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6337693e0000000000000000_MEDIUM.jpg
IVR11_20209300340NUC4A,,"Hôpital de Ville Evrard, atelier du Non-Faire, Pavillon 53",93.0,Neuilly-sur-Marne,,,,IVR11_20209300340NUC4A.JPG,2020.0,,"Hôpital Maison Blanche,Hôpital de Ville-Evrard,Pavillon 53",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aee440000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aee440000000000000000_MEDIUM.jpg
IVR11_20209300413NUC4A,,"Hôpital de Ville Evrard, atelier du Non-Faire, Pavillon 53",93.0,Neuilly-sur-Marne,,,,IVR11_20209300413NUC4A.JPG,2020.0,,"Hôpital Maison Blanche,Hôpital de Ville-Evrard,Pavillon 53",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aee8d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aee8d0000000000000000_MEDIUM.jpg
IVR11_20209300650NUC4A,,Réfectoire de l'hôpital psychiatrique de Maison Blanche,93.0,Neuilly-sur-Marne,,,,IVR11_20209300650NUC4A.jpg,2020.0,,"Hôpital Maison Blanche,Hôpital de Ville-Evrard,label,Label Patrimoine d'Intérêt Régional",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aef7a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e5aef7a0000000000000000_MEDIUM.jpg
IVR11_20097500982NUC4A,"rampe d'appui, escalier privé de l'hôtel du garde meuble, actuellement Etat-Major de la Marine nationale","Vue d'un panneau rampant. Rampe d'appui, escalier privé de l'hôtel du garde meuble, actuellement Etat-Major de la Marine nationale",75.0,Paris 8e arrondissement,,2 rue Royale,,IVR11_20097500982NUC4A.jpg,2009.0,"maçonnerie,ferronnerie,fonderie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8b60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d8b60000000000000000_MEDIUM.jpg
IVR11_20247500222NUC4A,Gymnase municipal/Salle des fêtes,"Fauteuils de la tribune à l'étage, faisant face à la scène.",75.0,Paris 20e arrondissement,,25 rue de la Bidassoa,,IVR11_20247500222NUC4A.jpg,2024.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66461e030000000000000010_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66461e030000000000000010_MEDIUM.jpg
IVR11_20097500578NUC4A,Ensemble de 10 verrières - Chapelle de l'Assomption de Lübeck (Sœurs de l'Assomption),"Panneau de grisaille ornementale à rinceaux zoomorphes et fermaillets en têtes de lions, par Ed. Didron, 1890. Ensemble de 10 verrières. Chapelle de l'Assomption de Lübeck (Soeurs de l'Assomption)",75.0,Paris 16e arrondissement,,6 rue (de) Lübeck,,IVR11_20097500578NUC4A.jpg,2009.0,vitrail,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d7220000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d7220000000000000000_MEDIUM.jpg
IVR11_20177500761NUC4A,"Eldorado (Paris, 10e arrondissement), théâtre cinématographique de l', actuel Théâtre Libre",Hall. Le Comedia (cinéma-théâtre),75.0,Paris 10e arrondissement,,4 boulevard Strasbourg (de),vestibule,IVR11_20177500761NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d016d90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d016d90000000000000000_MEDIUM.jpg
IVR11_20237500198NUC4A,Parc du château de Bagatelle,Le jardin des présentateurs créé par Jean Claude Nicolas Forestier en 1905 pour offrir aux horticulteurs un lieu de présentation de leur production,75.0,Paris,,,,IVR11_20237500198NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f318820000000000000011_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f318820000000000000011_MEDIUM.jpg
IVR11_202175000150NUC4A,,Parc de Belleville,75.0,Paris,,,,IVR11_202175000150NUC4A.JPG,2021.0,,"paysage,Parc de Belleville,jardin paysager",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615633f60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615633f60000000000000000_MEDIUM.jpg
IVR11_202175000160NUC4A,,Parc de Belleville,75.0,Paris,,,,IVR11_202175000160NUC4A.JPG,2021.0,,"paysage,Parc de Belleville,jardin paysager",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615634000000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615634000000000000000000_MEDIUM.jpg
IVR11_20187500431NUC4A,"Edouard VII (Paris 9e arrondissement), théâtre",,75.0,Paris 9e arrondissement,,11 rue Édouard VII,,IVR11_20187500431NUC4A.jpg,2018.0,,Théâtre Edouard VII,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb1490f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb1490f0000000000000000_MEDIUM.jpg
IVR11_20177500061NUC4A,Bains douches de la rue Legouvé,"Vue générale de l'entrée des bains-douches de la rue Legouvé, au rez-de-chaussée du programme d'HBM. Bains douches de la rue Legouvé",75.0,Paris,,5 rue  Legouvé,,IVR11_20177500061NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0141d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d0141d0000000000000000_MEDIUM.jpg
IVR11_20257500515NUC4A,,"Ancienne usine Continsouza, actuellement centre de postcure La Métairie, Centre Hospitalier De Maison Blanche.",75.0,Paris 20e arrondissement,,"5, cour de la Maitairie",,IVR11_20257500515NUC4A.jpg,2025.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/681b83f90000000000000015_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/681b83f90000000000000015_MEDIUM.jpg
IVR11_20219200123NUC4A,,"L'institut français du pétrole, IFP Energies Nouvelles.",92.0,Rueil-Malmaison,,,édifice d'enseignement supérieur,IVR11_20219200123NUC4A.jpg,2021.0,enseignement,"Institut Français du Pétrole Energies Nouvelles (IFPEN),Institut Français du Pétrole",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6064f15b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6064f15b0000000000000000_MEDIUM.jpg
IVR11_20147800114NUC4A,quartier du Pont-du-Routoir,"Vue générale du théâtre de verdure, dans le secteur ouest. Quartier du Pont-du-Routoir",78.0,Guyancourt,"Le Pont-du-Routoir,Le Château",boulevard  Jean Jaurès ;  rue  de Dampierre ;  boulevard  du Château  ;  rue  Neil Armstrong ;  rue Youri Gagarine,,IVR11_20147800114NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabcd20000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabcd20000000000000000_MEDIUM.jpg
IVR11_20159200064NUC4A,,"Résidence du Parc labellisée ""Patrimoine du XXème siècle""",92.0,Meudon,,,,IVR11_20159200064NUC4A.JPG,2015.0,,"Meudon-la-Forêt,Patrimoine du XXème siècle",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/551b19200000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/551b19200000000000000000_MEDIUM.jpg
IVR11_20247700065NUC4A,Papeterie de Crèvecœur (détruite après inventaire),"Halle de la machine n°2, cuvier de pâte qui alimentait la machine.",77.0,Jouy-sur-Morin,Crèvecœur,34 rue de la Papeterie,,IVR11_20247700065NUC4A.jpeg,2024.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f074310000000000000018_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f074310000000000000018_MEDIUM.jpg
IVR11_20189400152NUC4A,Centrale thermique EDF de Vitry-sur-Seine,Centrale thermique,94.0,Vitry-sur-Seine,,,,IVR11_20189400152NUC4A.jpg,2018.0,,patrimoine industriel,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a724b080000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a724b080000000000000000_MEDIUM.jpg
IVR11_20219400094NUC4A,,Chantier de construction de la gare de métro de la ligne 15 sud à Arcueil-Cachan et de sa connexion avec le rer B.,94.0,"Cachan,Arcueil",,,,IVR11_20219400094NUC4A.jpg,2021.0,,"Métro,réseaux,RER B,Grand Paris Express,Ligne 15 sud",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/601736ce0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/601736ce0000000000000000_MEDIUM.jpg
IVR11_20249200166NUC4A,"Orphelinat Saint-Philippe dit Orphelinat Saint-Philippe, Pensionnat",La chapelle du Campus Éducatif et Écologique Saint-Philippe.,92.0,Meudon,Fleury,1 rue du Père Brottier,,IVR11_20249200166NUC4A.jpg,2024.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66f164330000000000000016_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66f164330000000000000016_MEDIUM.jpg
IVR11_20169200287NUC4A,"Immeuble de bureaux, Châtillon (détruit)","Façade de l'immeuble, côté rue. Immeuble de bureaux, Châtillon (détruit)",92.0,Châtillon (03),,90 rue  Pierre Sémard,,IVR11_20169200287NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/56fd9eff0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/56fd9eff0000000000000000_MEDIUM.jpg
IVR11_20239400198NUC4A,"Usine de produits chimiques Poulenc Frères, puis usine d'engrais de la Société Française du Lysol, puis usine de chaudronnerie et usine d'articles en matière plastique (usine d'enceintes de confinement) Ateliers de Technochimie",Atelier de thermoformage. Moules de fabrication.,94.0,Ivry-sur-Seine,,4 rue du Colombier,,IVR11_20239400198NUC4A.jpg,2023.0,,diaspora espagnole,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63d99e360000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63d99e360000000000000001_MEDIUM.jpg
IVR11_20199300114NUC4A,,Lycée international de l'Est Parisien,93.0,Noisy-le-Grand,,,,IVR11_20199300114NUC4A.jpg,2019.0,,Lycée International de l'Est Parisien,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868620000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c7868620000000000000000_MEDIUM.jpg
IVR11_20177500577NUC4A,,Postes d'aiguillages appelés Postes 1 et 2 de la gare de Paris-Lyon,75.0,Paris 12e arrondissement,,,,IVR11_20177500577NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d016210000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/59d016210000000000000000_MEDIUM.jpg
IVR11_20187500325NUC4A,Ecole supérieure de physique et de chimie industrielles de la Ville de Paris (ESPCI),Ecole supérieure de physique et de chimie industrielles de la Ville de Paris (ESPCI),75.0,Paris 5e arrondissement,,10 rue Vauquelin ;,édifice d'enseignement supérieur,IVR11_20187500325NUC4A.jpg,2018.0,,"Ecole supérieure de physique et de chimie industrielles (ESPCI),Ecole supérieure de physique et de chimie de la ville de Paris",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb148a50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5bb148a50000000000000000_MEDIUM.jpg
IVR11_20239300151NUC4A,,,93.0,Noisy-le-Grand,,,,IVR11_20239300151NUC4A.jpg,2023.0,,"parking,style brutaliste,Etablissement public d'aménagement de Marne-la-Vallée (EPA Marne),Mont d'Est,urbanisme sur dalle",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe88070000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe88070000000000000000_MEDIUM.jpg
