Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20087800241NUC4A,ville de Chanteloup-les-Vignes,"Niche sculptée probablement déplacée, au 5 rue de la Gare. Ville",78.0,Chanteloup-les-Vignes,,,niche,IVR11_20087800241NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236d10000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236d10000000000000000_MEDIUM.jpg
IVR11_20237800804NUC4A,"Cimenterie Poliet et Chausson, puis Société des Ciments français, puis Ciments Calcia, actuellement Heidelberg Materials",,78.0,Gargenville,,,,IVR11_20237800804NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65e080150000000000000056_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65e080150000000000000056_MEDIUM.jpg
IVR11_20237800689NUC4A,"Cimenterie Poliet et Chausson, puis Société des Ciments français, puis Ciments Calcia, actuellement Heidelberg Materials",,78.0,Gargenville,,,,IVR11_20237800689NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65e097370000000000000041_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65e097370000000000000041_MEDIUM.jpg
IVR11_20257800070NUC4A,,,78.0,Gargenville,,Avenue Victor-Hugo,,IVR11_20257800070NUC4A.jpg,2025.0,,"industrie,ciment,portrait",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67a4a9ae0000000000000002_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67a4a9ae0000000000000002_MEDIUM.jpg
IVR11_20069500157XE,"tombeau de la famille Grusse, Dagneau et Rivière","Détail du bas relief de la stèle évoquant le défunt Albert Grusse Dagneau, mort au champ d'honneur.",95.0,Enghien-les-Bains,,rue Louis Delamarre,,IVR11_20069500157XE.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/43b70e0d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/43b70e0d0000000000000000_MEDIUM.jpg
IVR11_20087800295VA,église paroissiale Saint Roch,Le porche. Eglise paroissiale Saint-Roch,78.0,Chanteloup-les-Vignes,,,,IVR11_20087800295VA.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489237070000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489237070000000000000000_MEDIUM.jpg
IVR11_20189300064NUC4A,Ferme du Château à Tremblay-en-France.,Meurtrière dans la cage de l'escalier en vis du pigeonnier. Ferme du Château à Tremblay-en-France.,93.0,Tremblay-en-France,,9 place du  Colonel Rol-Tanguy,,IVR11_20189300064NUC4A.jpg,2018.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a9734b00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a9734b00000000000000000_MEDIUM.jpg
IVR11_20179500376NUC4A,château de Dino,"Le corps central et le corps en hors oeuvre sont dus à Pierre Victor Cuvillier. La partie gauche, postérieure est due à Julien Ponsin. Château de Dino",95.0,Montmorency,,74 avenue Charles-de-Gaulle,château,IVR11_20179500376NUC4A.jpg,2017.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/586839e80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/586839e80000000000000000_MEDIUM.jpg
IVR11_20179500414NUC4A,château de Dino,Le colombier. Château de Dino,95.0,Montmorency,,74 avenue Charles-de-Gaulle,,IVR11_20179500414NUC4A.jpg,2017.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/58683a0e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/58683a0e0000000000000000_MEDIUM.jpg
IVR11_20217800531NUC4A,,"Atelier, rue Maurice Berteaux",78.0,Mantes-la-Ville,,,,IVR11_20217800531NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c9f30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c9f30000000000000000_MEDIUM.jpg
IVR11_20249500079NUC4A,,"Parc et château Cadet-de-Vaux.
Ancienne villégiature. Jardin",95.0,Franconville,,,,IVR11_20249500079NUC4A.jpeg,2024.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66d5a85c0000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66d5a85c0000000000000001_MEDIUM.jpg
IVR11_20239500003NUC4A,,"Le château Cadet de Vaux est une maison de campagne (villégiature) construite pour Jacques -Philippe-François Becquet à partir de 1758. En 1788, la propriété est acquise par Antoine Alexis Cadet de Vaux",95.0,Franconville,,,,IVR11_20239500003NUC4A.jpeg,2023.0,,"maison de campagne,Label Patrimoine d'Intérêt Régional",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63b0bef30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63b0bef30000000000000000_MEDIUM.jpg
IVR11_20239500030NUC4A,Maison de villégiature dite château Cadet de Vaux,"Le château Cadet de Vaux est une maison de campagne (villégiature) construite pour Jacques -Philippe-François Becquet à partir de 1758. En 1788, la propriété est acquise par Antoine Alexis Cadet de Vaux",95.0,Franconville,,,,IVR11_20239500030NUC4A.jpeg,2023.0,,"maison de campagne,boiserie,Label Patrimoine d'Intérêt Régional",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63b0bf0e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63b0bf0e0000000000000000_MEDIUM.jpg
IVR11_20067800174XA,"les immeubles, maisons et fermes du canton d'Andrésy",Vue de la rue du Pleyon construite selon les directives de la ZPPAU. Immeubles,78.0,Andrésy,,,,IVR11_20067800174XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce7e0e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce7e0e0000000000000000_MEDIUM.jpg
IVR11_20087800261NUC4A,"les immeubles, maisons et fermes du canton d'Andrésy","Façade antérieure d'une maison rurale transformée, 12 rue du Maréchal-Leclerc. Maison",78.0,Andrésy,,,,IVR11_20087800261NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236e50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236e50000000000000000_MEDIUM.jpg
IVR11_20167800441NUC4A,Lotissement dit Groupe des Cordeliers,"Vue des façades sur jardin, depuis l'allée Albert Dagnaux. Lotissement dit Groupe des Cordeliers",78.0,Mantes-la-Jolie,,1-25 rue Saint-Bonaventure ; 1-31 rue des Cordeliers ; 1-11 Allée Albert Dagnaux,,IVR11_20167800441NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e76990000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e76990000000000000000_MEDIUM.jpg
IVR11_20089500203NUC4A,hippodrome d'Enghien,"Vue d'ensemble vers l'entrée du champ de course, depuis les tribunes de la pelouse.",95.0,Soisy-sous-Montmorency,,avenue Kellermann,,IVR11_20089500203NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4779753b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4779753b0000000000000000_MEDIUM.jpg
IVR11_20227800064NUC4,,Tombe d'Alphonse Durand architecte,78.0,Mantes-la-Jolie,,,tombeau,IVR11_20227800064NUC4.jpg,2022.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/62e6fba00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/62e6fba00000000000000000_MEDIUM.jpg
IVR11_20239500614NUC4A,,"Hôtel de ville dit château Frappart, 64 rue de Paris, avec grille d'entrée monumentale, gloriette et jardin public : Il s'agit d'un ancien hôtel particulier bourgeois, construit entre 1895 et 1900, à destination de villégiature,
 probablement par l'architecte Frappart (concepteur aussi de l'ancienne poste) qui y vécut longtemps avec sa famille.",95.0,Gonesse,,,,IVR11_20239500614NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f2fc760000000000000004_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f2fc760000000000000004_MEDIUM.jpg
IVR11_20077800262XA,quartier de Fin d'Oise,"Façades sur rue de maisons de mariniers 14-18, rue de l'Eperon. Quartier de Fin d'Oise",78.0,Andrésy,Fin d'Oise,,,IVR11_20077800262XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1e60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1e60000000000000000_MEDIUM.jpg
IVR11_20157800307NUC4A,Musée Duhamel,Vue de la façade donnant sur le parc Brieussel. Au premier plan le monument aux morts de la Seconde Guerre mondiale. Vue du square avec le musée Duhamel. Musée Duhamel ; Square Bourgeois-Brieussel,78.0,Mantes-la-Jolie,,16 rue L'Evesque,,IVR11_20157800307NUC4A.jpg,2015.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55bbf1130000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55bbf1130000000000000000_MEDIUM.jpg
IVR11_20067800570VA,château du Faÿ,Le vestibule et l'escalier d'honneur. Château du Fay,78.0,Andrésy,Faÿ,,,IVR11_20067800570VA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce7f9a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce7f9a0000000000000000_MEDIUM.jpg
IVR11_20077800201XA,ensemble agricole,Maurecourt. Collection de flacons pour conserver le chasselas. Ensemble agricole,78.0,Maurecourt,,,,IVR11_20077800201XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1a90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1a90000000000000000_MEDIUM.jpg
IVR11_20157800344NUC4A,Palais de Justice,Vue plongeante sur le hall d'entrée. Palais de Justice,78.0,Mantes-la-Jolie,,20 avenue de la République,vestibule,IVR11_20157800344NUC4A.jpg,2015.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55bbf1380000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55bbf1380000000000000000_MEDIUM.jpg
IVR11_20219500022NUC4A,,Centre Hospitalier,95.0,Gonesse,,,,IVR11_20219500022NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee58060000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee58060000000000000000_MEDIUM.jpg
IVR11_20187800775NUC4A,Collégiale Notre-Dame,L'étage supérieur de la tour sud. Collégiale Notre-Dame,78.0,Mantes-la-Jolie,,place de l' Etape,,IVR11_20187800775NUC4A.jpg,2018.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5b60dee70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5b60dee70000000000000000_MEDIUM.jpg
IVR11_20187800368NUC4A,Calice n°1 et sa patène ; ciboire,Détail médaillon couvercle (Jérémie),78.0,Mantes-la-Jolie,,place de l'Etape,ciboire,IVR11_20187800368NUC4A.jpg,2018.0,"orfèvrerie,émaillerie",,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5b60dd500000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5b60dd500000000000000000_MEDIUM.jpg
IVR11_20177800359NUC4A,"Maison dite Chalet, 72 rue Castor","Les épis de faîtage proviennent des Mureaux. Maison dite Chalet, 72 rue Castor",78.0,Mantes-la-Jolie,,72 rue Castor,,IVR11_20177800359NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa9c70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa9c70000000000000000_MEDIUM.jpg
IVR11_20167800051NUC4A,Quartier de la Reconstruction,Vue du quartier reconstruit à l'entrée de Mantes en venant de Limay. Quartier de la Reconstruction,78.0,Mantes-la-Jolie,,place Saint-Maclou ;  place de l' Etape ;  place Pierre-Goujon ;  rue Auguste-Goust ;  rue Thiers,,IVR11_20167800051NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e75130000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e75130000000000000000_MEDIUM.jpg
IVR11_20167800115NUC4A,Quartier de la Reconstruction,La façade du marché sur la rue d'Alsace. Quartier de la Reconstruction,78.0,Mantes-la-Jolie,,place Saint-Maclou ;  place de l' Etape ;  place Pierre-Goujon ;  rue Auguste-Goust ;  rue Thiers,,IVR11_20167800115NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e75530000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/579e75530000000000000000_MEDIUM.jpg
IVR11_20217800178NUC4A,,Observatoire Photographique du Paysage du territoire du GPSEO,78.0,Conflans-Sainte-Honorine,,,,IVR11_20217800178NUC4A.jpg,2021.0,,"paysage,Grand Paris Seine & Oise (GPSEO),Observatoire Photographique du Paysage",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c8920000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c8920000000000000000_MEDIUM.jpg
IVR11_20067800891XA,"maison la Houblonnière, 32 rue Maurice-Berteaux","Vue d'ensemble de la façade sur rue. Maison la Houblonnière, 32 rue Maurice-Berteaux",78.0,Andrésy,,32 rue Maurice-Berteaux,,IVR11_20067800891XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce80db0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44ce80db0000000000000000_MEDIUM.jpg
IVR11_20177801404NUC4A,"Groupe scolaire Jules-Ferry, actuellement collège","L'escalier conduisant aux logements. Groupe scolaire Jules-Ferry, actuellement collège",78.0,Mantes-la-Jolie,,5 rue des  Ecoles,,IVR11_20177801404NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597faddc0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597faddc0000000000000000_MEDIUM.jpg
IVR11_20177800149NUC4A,"Ecole primaire de filles, actuellement école élémentaire Hélène-Boucher","L'entrée principale. Ecole primaire de filles, actuellement école élémentaire Hélène-Boucher",78.0,Mantes-la-Jolie,,8 rue des Ecoles,,IVR11_20177800149NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa8f50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597fa8f50000000000000000_MEDIUM.jpg
IVR11_20177800568NUC2B,Maison des jeunes et de la culture La Pagode (détruite),Vue d'ensemble de la salle autour de la cheminée.(Fonds Bertin).,78.0,Mantes-la-Jolie,,4 rue Archimède,,IVR11_20177800568NUC2B.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597faa980000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/597faa980000000000000000_MEDIUM.jpg
IVR11_20207800587NUC4A,,Observatoire Photographique du Paysage du territoire du GPSEO,78.0,Juziers,,,,IVR11_20207800587NUC4A.jpg,2020.0,,"paysage,Grand Paris Seine & Oise (GPSEO),Observatoire Photographique du Paysage",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f2496ab0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f2496ab0000000000000000_MEDIUM.jpg
IVR11_20077800116XA,buste : Marianne,Vue de Face. Buste : Marianne,78.0,Maurecourt,,,,IVR11_20077800116XA.jpg,2007.0,sculpture,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1540000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46afb1540000000000000000_MEDIUM.jpg
IVR11_20087800280NUC4A,"maison dite la Pinsonnette, 6 rue Maurice Berteaux","Annexe construite pour abriter le billard. Maison dite la Pinsonnette, 6 rue Maurice Berteaux",78.0,Maurecourt,,6 rue Maurice Berteaux,,IVR11_20087800280NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236f80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489236f80000000000000000_MEDIUM.jpg
IVR11_20107500894NUC4A,,"Mur est, 3e travée (avec la mire). Maison de l'abbaye d'Ourscamp",75.0,Paris,,François-Miron (rue) 44-46,,IVR11_20107500894NUC4A.jpg,2010.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca50bde0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ca50bde0000000000000000_MEDIUM.jpg
IVR11_20119500083Z,ville,"Texte sur les monuments à visiter en 1899. Tiré de : L'ami des monuments et des arts, octobre 1899. ( BNF, cabinet des estampes. topo Va 95 fol., t.8 Val d'Oise, B 16937)",95.0,Pontoise,,,,IVR11_20119500083Z.jpg,2011.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e60c30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e60c30000000000000000_MEDIUM.jpg
IVR11_20119500182NUC4A,,Détail de l'allée d'arbres conduisant au château. Château de Boisemont,95.0,Boisemont,,ferme de Boisemont à Jouy le Moutier (rue de la),,IVR11_20119500182NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e61260000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e61260000000000000000_MEDIUM.jpg
IVR11_20119500383NUC4A,,"Vue d'ensemble de l'une des façades de l'immeuble, l'ensemble de forme demi circulaire encadrant un petit square. Immeuble",95.0,Cergy,,xx,,IVR11_20119500383NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e61ef0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e61ef0000000000000000_MEDIUM.jpg
IVR11_20119500426NUC4A,,Détail sur le monument en forme d'obus. Monument aux morts commémorant l'armistice de 1918,95.0,Éragny,,Pierrelaye (route de),,IVR11_20119500426NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e621a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e621a0000000000000000_MEDIUM.jpg
IVR11_20119500474NUC4A,,Détail architectural. Abbaye de Maubuisson,95.0,Saint-Ouen-l'Aumône,,Alexandre Prachay (rue) 6;Richard de Tour (avenue),,IVR11_20119500474NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e624a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e624a0000000000000000_MEDIUM.jpg
IVR11_20119500597NUC2A,,Vue de la pente de la butte dominant le parc. Parc de Larris,95.0,Pontoise,,Est (avenue de l');Pelouse (chemin de la),,IVR11_20119500597NUC2A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e62c50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e62c50000000000000000_MEDIUM.jpg
IVR11_20119500862NUC2A,,"Vue vers la piscine avec, au premier plan, l'un des bancs de béton conçus pour le parc et inclus dans le talus faisant la transition avec la clôture de végétal isolant l'espace réservé à la piscine. Parc de la Préfecture François Mitterand",95.0,Cergy,,Bernard Hirsch (avenue);Parc (avenue du),,IVR11_20119500862NUC2A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e63ce0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d1e63ce0000000000000000_MEDIUM.jpg
IVR11_20119400291NUC4A,,Elévation ouest. Eglise paroissiale Notre-Dame,94.0,Alfortville,,Jules Cuillerier (rue) 3,,IVR11_20119400291NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d4740130000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d4740130000000000000000_MEDIUM.jpg
IVR11_20119300152NUC4A,,Blanchisserie ELIS,93.0,Pantin,,,,IVR11_20119300152NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d6c29880000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d6c29880000000000000000_MEDIUM.jpg
IVR11_20117700472NUC4A,Champagne-sur-Seine - Eglise orthodoxe Notre-Dame-de-toutes-les-Protections,Vue extérieure. Le toit en pavillon est couronné d'un bulbe. Eglise orthodoxe Notre-Dame-de-toutes-les-Protections,77.0,Champagne-sur-Seine,,169 rue Grande,,IVR11_20117700472NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb0b80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb0b80000000000000000_MEDIUM.jpg
IVR11_20117700675NUC4A,"Usine de matériel électrique industriel Schneider et Cie, puis Le Matériel Electrique Scheider-Westinghouse (SW), puis Jeumont-Schneider (JS), actuellement ensemble industriel appelé ""Espace Technologique et Industriel de Champagne-sur-Seine"" (zone ETIC)","Vue intérieure du magasin général (1915). Structure en béton. Champagne-sur-Seine. Usine de matériel électrique industriel Schneider et Cie, puis Le Matériel Electrique Scheider-Westinghouse (SW), puis Jeumont-Schneider (JS), actuellement ensemble industriel appelé ""Espace Technologique et Industriel de Champagne-sur-Seine"" (zone ETIC)",77.0,Champagne-sur-Seine,,rue du Général-de-Gaulle ;  rue d' Alsace ;  rue d' Aqueduc ;  rue d' Bourgogne ;  rue de Bretagne,,IVR11_20117700675NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb1830000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb1830000000000000000_MEDIUM.jpg
IVR11_20117700732NUC4A,"Usine de matériel électrique industriel Schneider et Cie, puis Le Matériel Electrique Scheider-Westinghouse (SW), puis Jeumont-Schneider (JS), actuellement ensemble industriel appelé ""Espace Technologique et Industriel de Champagne-sur-Seine"" (zone ETIC)","Vue intérieure. Champagne-sur-Seine. Usine de matériel électrique industriel Schneider et Cie, puis Le Matériel Electrique Scheider-Westinghouse (SW), puis Jeumont-Schneider (JS), actuellement ensemble industriel appelé ""Espace Technologique et Industriel de Champagne-sur-Seine"" (zone ETIC)",77.0,Champagne-sur-Seine,,rue du Général-de-Gaulle ;  rue d' Alsace ;  rue d' Aqueduc ;  rue d' Bourgogne ;  rue de Bretagne,,IVR11_20117700732NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb1bc0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb1bc0000000000000000_MEDIUM.jpg
IVR11_20117700860NUC4A,"Écuelles - institut de recherche et laboratoire EDF ""Les Renardières""","Charpente électrique extérieure devant le Hall STGP (Station d'essais grande puissance), a gauche, et le Hall d'essais synthétiques, a droite, ainsi qu'un module de bureaux bleu. Institut de recherche et laboratoire EDF ""Les Renardières""",77.0,Moret-Loing-et-Orvanne,,avenue des Renardières,,IVR11_20117700860NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb23c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e5eb23c0000000000000000_MEDIUM.jpg
IVR11_20117500085NUC4A,résidence d'étudiants dite Maison internationale Agroparistech (MINA),"Vue de la terrasse-véranda (2e étage), en direction de l'entrée.",75.0,Paris,14e arrondissement,,,IVR11_20117500085NUC4A.jpg,2011.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863c350000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863c350000000000000000_MEDIUM.jpg
IVR11_20117500215NUC4A,tableau : L'Arrivée des Occidentaux au Japon,Détail du panneau de droite. Tableau : L'Arrivée des Occidentaux au Japon,75.0,Paris 14e arrondissement,,7 C boulevard Jourdan,,IVR11_20117500215NUC4A.jpg,2011.0,peinture,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863cb70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863cb70000000000000000_MEDIUM.jpg
IVR11_20117500324NUC4A,tennis,Vue des tennis situés entre la Fondation Deutsch de la Meurthe et la Maison des élèves ingénieurs des Arts et Métiers. Tennis,75.0,Paris 14e arrondissement,,boulevard Jourdan,tennis,IVR11_20117500324NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863d240000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4e863d240000000000000000_MEDIUM.jpg
IVR11_20129500218NUC4A,,Silos,95.0,Louvres,,,,IVR11_20129500218NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff94ca0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff94ca0000000000000000_MEDIUM.jpg
